latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.22212,49.55515,297.5,0.39,0.36,2021-01-01,2230,N20,VIIRS,n,2.0NRT,275.8,0.7,N
39.38971,47.29816,329,0.39,0.36,2021-01-02,0948,N20,VIIRS,n,2.0NRT,287.4,2.5,D
39.98211,46.70687,328.2,0.39,0.36,2021-01-02,0948,N20,VIIRS,n,2.0NRT,292.9,2,D
41.16986,45.25267,295.2,0.32,0.55,2021-01-02,2206,N20,VIIRS,n,2.0NRT,272.5,0.6,N
40.19909,49.46402,304.7,0.61,0.71,2021-01-04,2130,N20,VIIRS,n,2.0NRT,272.2,1,N
40.20396,49.46224,299.1,0.61,0.71,2021-01-04,2130,N20,VIIRS,n,2.0NRT,271.5,1.1,N
40.25089,49.44499,301.4,0.49,0.4,2021-01-07,2212,N20,VIIRS,n,2.0NRT,273,1.3,N
40.2524,49.44673,302.5,0.49,0.4,2021-01-07,2212,N20,VIIRS,n,2.0NRT,273.9,1.3,N
38.84864,48.64349,340,0.39,0.36,2021-01-08,0936,N20,VIIRS,n,2.0NRT,290,4.7,D
39.16942,48.75198,344.2,0.38,0.36,2021-01-08,0936,N20,VIIRS,n,2.0NRT,287.6,5.7,D
40.01056,46.40998,337.5,0.41,0.37,2021-01-08,0936,N20,VIIRS,n,2.0NRT,282.5,4.9,D
39.82315,46.90722,333.6,0.4,0.37,2021-01-08,0936,N20,VIIRS,n,2.0NRT,287,3.4,D
39.09819,46.51289,338.1,0.43,0.46,2021-01-09,0918,N20,VIIRS,n,2.0NRT,284.1,7.7,D
41.34898,48.16298,332.9,0.49,0.4,2021-01-09,0918,N20,VIIRS,n,2.0NRT,293.8,3.7,D
39.82407,46.97956,335.5,0.39,0.44,2021-01-09,0918,N20,VIIRS,n,2.0NRT,275.2,2.9,D
40.39334,50.028,340.2,0.44,0.38,2021-01-09,0918,N20,VIIRS,n,2.0NRT,275.7,3.9,D
40.01909,46.40898,309.2,0.46,0.47,2021-01-09,2318,N20,VIIRS,n,2.0NRT,273.5,2.1,N
39.679,47.62029,338.8,0.64,0.54,2021-01-10,0900,N20,VIIRS,n,2.0NRT,291.5,7.6,D
40.64959,46.93513,346.3,0.32,0.55,2021-01-10,0900,N20,VIIRS,n,2.0NRT,289.3,3.2,D
40.64538,46.98133,330.9,0.32,0.55,2021-01-10,0900,N20,VIIRS,n,2.0NRT,288.6,1.7,D
40.22383,46.67868,333.4,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,291.5,2.9,D
40.2344,46.7402,338.4,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,294.1,2.6,D
40.17224,46.52388,325.3,0.35,0.57,2021-01-10,0900,N20,VIIRS,n,2.0NRT,292.6,2.6,D
40.18309,46.73252,325.7,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,289.6,2.3,D
40.01891,46.41171,336.9,0.36,0.57,2021-01-10,0900,N20,VIIRS,n,2.0NRT,286.6,2.8,D
39.92533,46.82825,332.8,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,291.4,3,D
39.90488,46.93869,329.2,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,292.4,1.6,D
39.69846,47.01033,326.9,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,290.3,3.2,D
39.69946,47.01416,344.5,0.34,0.56,2021-01-10,0900,N20,VIIRS,n,2.0NRT,294.2,3.2,D
39.71383,47.62815,338.3,0.63,0.54,2021-01-10,0900,N20,VIIRS,n,2.0NRT,291.9,42.9,D
39.71115,47.62199,325.2,0.63,0.54,2021-01-10,0900,N20,VIIRS,n,2.0NRT,294.3,21,D
39.71291,47.62899,339,0.63,0.54,2021-01-10,0900,N20,VIIRS,n,2.0NRT,292,22.2,D
39.68307,47.65732,326.3,0.63,0.54,2021-01-10,0900,N20,VIIRS,n,2.0NRT,290.2,3.5,D
39.54388,47.57253,351.3,0.32,0.55,2021-01-10,0900,N20,VIIRS,n,2.0NRT,292.1,5.5,D
39.26278,47.06533,327,0.35,0.57,2021-01-10,0900,N20,VIIRS,n,2.0NRT,288,1.4,D
39.05734,48.41822,330.7,0.6,0.53,2021-01-10,0900,N20,VIIRS,n,2.0NRT,289.4,5.1,D
39.08166,46.79333,343.5,0.47,0.64,2021-01-10,1042,N20,VIIRS,n,2.0NRT,287.3,5.5,D
39.08779,46.79842,326.4,0.47,0.64,2021-01-10,1042,N20,VIIRS,n,2.0NRT,285.5,3.5,D
39.17399,48.75939,327.8,0.6,0.71,2021-01-10,1042,N20,VIIRS,n,2.0NRT,291.5,4.3,D
39.08417,46.79453,350.6,0.47,0.64,2021-01-10,1042,N20,VIIRS,n,2.0NRT,287.2,4.9,D
39.10096,46.51514,328,0.45,0.63,2021-01-10,1042,N20,VIIRS,n,2.0NRT,290,2.1,D
39.17299,48.75988,330,0.6,0.71,2021-01-10,1042,N20,VIIRS,n,2.0NRT,291.7,4.1,D
39.5232,47.54324,338.6,0.52,0.67,2021-01-10,1042,N20,VIIRS,n,2.0NRT,290.4,4.6,D
39.5222,47.543,336,0.52,0.67,2021-01-10,1042,N20,VIIRS,n,2.0NRT,290.5,3.7,D
39.70205,47.5892,340.5,0.52,0.67,2021-01-10,1042,N20,VIIRS,n,2.0NRT,291.6,4.7,D
39.72146,47.61391,337.4,0.52,0.67,2021-01-10,1042,N20,VIIRS,n,2.0NRT,290.4,5.5,D
40.44401,47.17777,335.8,0.5,0.66,2021-01-10,1042,N20,VIIRS,n,2.0NRT,290.9,3.1,D
38.41024,48.72499,312.4,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,283.4,3.5,N
38.41314,48.71148,317,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,282.7,13.9,N
38.4146,48.70462,346.9,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,295,13.9,N
38.41167,48.71832,329,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,284.4,3.5,N
40.18438,46.72752,299.3,0.44,0.39,2021-01-10,2300,N20,VIIRS,n,2.0NRT,278.5,0.8,N
40.18091,46.72644,310.9,0.44,0.39,2021-01-10,2300,N20,VIIRS,n,2.0NRT,278.9,1.9,N
39.09925,46.51495,297.9,0.45,0.39,2021-01-10,2300,N20,VIIRS,n,2.0NRT,276.5,0.7,N
38.41844,48.70607,315.3,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,282.2,2.1,N
38.41612,48.69755,299.1,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,279.4,8.2,N
38.41702,48.71269,313.9,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,282.6,2.1,N
38.41555,48.71954,318.7,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,283.4,1.6,N
38.41413,48.72616,300.2,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,283.3,1.6,N
38.41073,48.70337,339.5,0.57,0.43,2021-01-10,2300,N20,VIIRS,n,2.0NRT,284.8,13.9,N
39.10534,46.45992,338.5,0.5,0.49,2021-01-11,1018,N20,VIIRS,n,2.0NRT,293.1,6,D
40.12022,46.43961,337.8,0.51,0.49,2021-01-11,1024,N20,VIIRS,n,2.0NRT,282.7,5.7,D
40.28849,47.82315,337.7,0.6,0.53,2021-01-11,1024,N20,VIIRS,n,2.0NRT,283.6,6.3,D
40.22585,48.02711,332.6,0.62,0.54,2021-01-11,1024,N20,VIIRS,n,2.0NRT,280.6,6.4,D
40.02051,46.36246,304.2,0.57,0.43,2021-01-12,2224,N20,VIIRS,n,2.0NRT,269.9,1.7,N
40.01985,46.36897,307.6,0.57,0.43,2021-01-12,2224,N20,VIIRS,n,2.0NRT,270.1,2,N
40.50579,45.42542,297.2,0.68,0.74,2021-01-14,2142,N20,VIIRS,n,2.0NRT,267.4,2,N
38.4099,48.68817,308.8,0.4,0.6,2021-01-14,2324,N20,VIIRS,n,2.0NRT,283.3,2.3,N
38.41707,48.68341,295.3,0.4,0.6,2021-01-14,2324,N20,VIIRS,n,2.0NRT,281.2,1.1,N
