latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
40.6137,47.44345,329.86,0.39,0.36,2024-01-01,0941,N20,VIIRS,n,2.0NRT,286.59,1.89,D
39.9804,48.70475,327.41,0.38,0.36,2024-01-01,0941,N20,VIIRS,n,2.0NRT,286.89,1.92,D
40.47343,47.48603,340.84,0.39,0.36,2024-01-01,0941,N20,VIIRS,n,2.0NRT,285.01,6.57,D
40.71837,48.24988,327.9,0.38,0.36,2024-01-01,0941,N20,VIIRS,n,2.0NRT,284.05,2.68,D
38.98702,48.57932,321.36,0.55,0.68,2024-01-01,2339,N20,VIIRS,n,2.0NRT,276.24,2.42,N
40.42202,48.17794,327.13,0.51,0.41,2024-01-02,0921,N20,VIIRS,n,2.0NRT,285.66,1.82,D
41.09958,46.43915,342.13,0.34,0.56,2024-01-03,0904,N20,VIIRS,n,2.0NRT,285.65,3.4,D
40.40603,49.91757,297.23,0.39,0.44,2024-01-03,2301,N20,VIIRS,n,2.0NRT,271.63,1.23,N
41.66982,48.59951,329.21,0.34,0.56,2024-01-04,1023,N20,VIIRS,n,2.0NRT,278.96,2.51,D
38.37886,48.58797,299.48,0.39,0.36,2024-01-04,2244,N20,VIIRS,n,2.0NRT,277.79,0.55,N
40.40658,49.91862,328.26,0.44,0.46,2024-01-05,1006,N20,VIIRS,n,2.0NRT,286.47,2.47,D
41.5656,48.87943,328.35,0.4,0.37,2024-01-06,0945,N20,VIIRS,n,2.0NRT,287.42,5.67,D
39.92312,48.22567,329.86,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.38,2.41,D
39.90292,48.10957,326.12,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,287.89,1.73,D
39.84309,48.23519,328.69,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.56,1.99,D
39.89028,48.56514,335.14,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.54,5.96,D
39.90711,48.78275,328.54,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.44,1.43,D
39.84796,48.38787,328.59,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.92,1.78,D
39.8441,48.52918,336.19,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,290.4,4.68,D
39.8021,48.28237,332.07,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.44,7.25,D
39.43634,48.76878,330.95,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,287.73,3.36,D
39.90699,47.9507,329.85,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.37,1.87,D
40.09685,48.34439,329.16,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.72,2.04,D
40.20572,48.10849,326.53,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.44,1.36,D
40.19464,47.89355,339.82,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,298,24.86,D
40.16425,47.68713,327.52,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.92,1.31,D
40.2828,47.9136,339.09,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.24,6.11,D
40.28082,47.90008,340.09,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,292.87,10.85,D
40.28939,47.93532,333.37,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,289.23,3.9,D
40.35321,48.28703,328.94,0.39,0.36,2024-01-06,0945,N20,VIIRS,n,2.0NRT,288.19,2.06,D
