LONGITUDE,LATITUDE,PHOTO_URL
46.1657,39.7546,/PhotoFile4Wildfire/39.7546_46.1657_65.png
49.01175,39.22802,/PhotoFile4Wildfire/39.2280_49.0117_65.png
46.56397,39.42181,/PhotoFile4Wildfire/39.4218_46.5640_65.png
48.869,39.1141,/PhotoFile4Wildfire/39.1141_48.8690_65.png
46.46788,39.73296,/PhotoFile4Wildfire/39.7330_46.4679_65.png
46.6164,39.5213,/PhotoFile4Wildfire/39.5213_46.6164_65.png
47.31597,39.58066,/PhotoFile4Wildfire/39.5807_47.3160_65.png
47.22058,39.61591,/PhotoFile4Wildfire/39.6159_47.2206_65.png
46.7591,39.4595,/PhotoFile4Wildfire/39.4595_46.7591_65.png
46.6771,40.2634,/PhotoFile4Wildfire/40.2634_46.6771_65.png
46.8618,39.2691,/PhotoFile4Wildfire/39.2691_46.8618_65.png
45.88802,40.04394,/PhotoFile4Wildfire/40.0439_45.8880_65.png
45.84489,40.04374,/PhotoFile4Wildfire/40.0437_45.8449_65.png
46.5744,39.382,/PhotoFile4Wildfire/39.3820_46.5744_65.png
46.17883,39.7583,/PhotoFile4Wildfire/39.7583_46.1788_65.png
46.0231,39.7278,/PhotoFile4Wildfire/39.7278_46.0231_65.png
46.86722,39.73241,/PhotoFile4Wildfire/39.7324_46.8672_65.png
46.68307,39.47361,/PhotoFile4Wildfire/39.4736_46.6831_65.png
46.70882,41.63293,/PhotoFile4Wildfire/41.6329_46.7088_65.png
46.5148,39.73304,/PhotoFile4Wildfire/39.7330_46.5148_65.png
46.82623,39.19192,/PhotoFile4Wildfire/39.1919_46.8262_65.png
46.78922,39.38548,/PhotoFile4Wildfire/39.3855_46.7892_65.png
49.41384,39.29489,/PhotoFile4Wildfire/39.2949_49.4138_65.png
46.56017,39.72085,/PhotoFile4Wildfire/39.7208_46.5602_65.png
47.00845,39.6039,/PhotoFile4Wildfire/39.6039_47.0085_65.png
46.84086,39.30769,/PhotoFile4Wildfire/39.3077_46.8409_65.png
46.65226,40.2466,/PhotoFile4Wildfire/40.2466_46.6523_65.png
45.80774,40.04105,/PhotoFile4Wildfire/40.0410_45.8077_65.png
47.28621,39.56055,/PhotoFile4Wildfire/39.5605_47.2862_65.png
46.9903,39.4638,/PhotoFile4Wildfire/39.4638_46.9903_65.png
47.69939,41.05311,/PhotoFile4Wildfire/41.0531_47.6994_65.png
47.1066,41.16785,/PhotoFile4Wildfire/41.1679_47.1066_65.png
46.96423,39.66024,/PhotoFile4Wildfire/39.6602_46.9642_65.png
48.07494,38.76432,/PhotoFile4Wildfire/38.7643_48.0749_65.png
46.98614,39.67443,/PhotoFile4Wildfire/39.6744_46.9861_65.png
48.1334,39.7485,/PhotoFile4Wildfire/39.7485_48.1334_65.png
46.6559,39.4999,/PhotoFile4Wildfire/39.4999_46.6559_65.png
49.1157,41.2284,/PhotoFile4Wildfire/41.2284_49.1157_65.png
48.82578,41.2023,/PhotoFile4Wildfire/41.2023_48.8258_65.png
49.12542,39.8613,/PhotoFile4Wildfire/39.8613_49.1254_65.png
46.80504,39.38321,/PhotoFile4Wildfire/39.3832_46.8050_65.png
47.16364,39.35656,/PhotoFile4Wildfire/39.3566_47.1636_65.png
46.8136,39.19775,/PhotoFile4Wildfire/39.1977_46.8136_65.png
48.82761,38.86366,/PhotoFile4Wildfire/38.8637_48.8276_65.png
46.77301,41.22651,/PhotoFile4Wildfire/41.2265_46.7730_65.png
46.65658,39.48314,/PhotoFile4Wildfire/39.4831_46.6566_65.png
48.53752,38.40553,/PhotoFile4Wildfire/38.4055_48.5375_65.png
46.79727,39.18219,/PhotoFile4Wildfire/39.1822_46.7973_65.png
48.8592,39.0846,/PhotoFile4Wildfire/39.0846_48.8592_65.png
46.47188,39.7346,/PhotoFile4Wildfire/39.7346_46.4719_65.png
46.5455,39.5115,/PhotoFile4Wildfire/39.5115_46.5455_65.png
47.22836,39.6246,/PhotoFile4Wildfire/39.6246_47.2284_65.png
46.95467,39.5149,/PhotoFile4Wildfire/39.5149_46.9547_65.png
46.8477,39.25672,/PhotoFile4Wildfire/39.2567_46.8477_65.png
47.0057,39.5998,/PhotoFile4Wildfire/39.5998_47.0057_65.png
46.52274,39.73241,/PhotoFile4Wildfire/39.7324_46.5227_65.png
46.53422,39.32394,/PhotoFile4Wildfire/39.3239_46.5342_65.png
45.7344,39.8689,/PhotoFile4Wildfire/39.8689_45.7344_65.png
47.2916,39.56101,/PhotoFile4Wildfire/39.5610_47.2916_65.png
46.47605,40.91271,/PhotoFile4Wildfire/40.9127_46.4761_65.png
48.56833,38.91933,/PhotoFile4Wildfire/38.9193_48.5683_65.png
46.6805,39.0972,/PhotoFile4Wildfire/39.0972_46.6805_65.png
47.30651,39.57106,/PhotoFile4Wildfire/39.5711_47.3065_65.png
46.80094,39.17912,/PhotoFile4Wildfire/39.1791_46.8009_65.png
48.86201,39.10041,/PhotoFile4Wildfire/39.1004_48.8620_65.png
47.12667,39.37214,/PhotoFile4Wildfire/39.3721_47.1267_65.png
46.1384,39.7361,/PhotoFile4Wildfire/39.7361_46.1384_65.png
46.55801,39.78625,/PhotoFile4Wildfire/39.7863_46.5580_65.png
48.118,39.5365,/PhotoFile4Wildfire/39.5365_48.1180_65.png
46.70147,39.40983,/PhotoFile4Wildfire/39.4098_46.7015_65.png
46.65422,40.24917,/PhotoFile4Wildfire/40.2492_46.6542_65.png
46.6612,40.2501,/PhotoFile4Wildfire/40.2501_46.6612_65.png
46.0769,39.6282,/PhotoFile4Wildfire/39.6282_46.0769_65.png
47.4348,41.118,/PhotoFile4Wildfire/41.1180_47.4348_65.png
48.75221,41.29842,/PhotoFile4Wildfire/41.2984_48.7522_65.png
46.84793,39.2696,/PhotoFile4Wildfire/39.2696_46.8479_65.png
49.1038,41.2266,/PhotoFile4Wildfire/41.2266_49.1038_65.png
46.5679,39.7195,/PhotoFile4Wildfire/39.7195_46.5679_65.png
48.1123,39.5362,/PhotoFile4Wildfire/39.5362_48.1123_65.png
48.82468,38.86692,/PhotoFile4Wildfire/38.8669_48.8247_65.png
48.2545,41.437,/PhotoFile4Wildfire/41.4370_48.2545_65.png
47.87196,39.74,/PhotoFile4Wildfire/39.7400_47.8720_65.png
46.9788,39.4655,/PhotoFile4Wildfire/39.4655_46.9788_65.png
46.95063,39.27029,/PhotoFile4Wildfire/39.2703_46.9506_65.png
46.8165,40.1636,/PhotoFile4Wildfire/40.1636_46.8165_65.png
46.0876,39.6453,/PhotoFile4Wildfire/39.6453_46.0876_65.png
46.7771,39.4706,/PhotoFile4Wildfire/39.4706_46.7771_65.png
46.67136,40.26193,/PhotoFile4Wildfire/40.2619_46.6714_65.png
46.0844,40.0198,/PhotoFile4Wildfire/40.0198_46.0844_65.png
48.2873,39.1201,/PhotoFile4Wildfire/39.1201_48.2873_65.png
48.68012,39.2351,/PhotoFile4Wildfire/39.2351_48.6801_65.png
46.53006,39.33516,/PhotoFile4Wildfire/39.3352_46.5301_65.png
46.8002,39.3851,/PhotoFile4Wildfire/39.3851_46.8002_65.png
46.9477,39.2708,/PhotoFile4Wildfire/39.2708_46.9477_65.png
46.56303,39.3926,/PhotoFile4Wildfire/39.3926_46.5630_65.png
46.6747,39.4895,/PhotoFile4Wildfire/39.4895_46.6747_65.png
46.9669,39.4667,/PhotoFile4Wildfire/39.4667_46.9669_65.png
46.98112,39.66374,/PhotoFile4Wildfire/39.6637_46.9811_65.png
46.62468,39.22164,/PhotoFile4Wildfire/39.2216_46.6247_65.png
47.2556,39.6909,/PhotoFile4Wildfire/39.6909_47.2556_65.png
46.9495,39.6513,/PhotoFile4Wildfire/39.6513_46.9495_65.png
48.80016,38.81135,/PhotoFile4Wildfire/38.8113_48.8002_65.png
46.4762,39.7264,/PhotoFile4Wildfire/39.7264_46.4762_65.png
46.9084,39.2829,/PhotoFile4Wildfire/39.2829_46.9084_65.png
46.30026,39.66795,/PhotoFile4Wildfire/39.6679_46.3003_65.png
46.46004,39.54855,/PhotoFile4Wildfire/39.5485_46.4600_65.png
46.9636,39.4963,/PhotoFile4Wildfire/39.4963_46.9636_65.png
46.80244,39.45106,/PhotoFile4Wildfire/39.4511_46.8024_65.png
48.84465,39.11456,/PhotoFile4Wildfire/39.1146_48.8447_65.png
46.7012,39.4685,/PhotoFile4Wildfire/39.4685_46.7012_65.png
46.66866,40.24877,/PhotoFile4Wildfire/40.2488_46.6687_65.png
46.7686,39.4814,/PhotoFile4Wildfire/39.4814_46.7686_65.png
47.07568,39.35971,/PhotoFile4Wildfire/39.3597_47.0757_65.png
46.13418,39.73368,/PhotoFile4Wildfire/39.7337_46.1342_65.png
46.50231,39.34752,/PhotoFile4Wildfire/39.3475_46.5023_65.png
46.25253,39.7098,/PhotoFile4Wildfire/39.7098_46.2525_65.png
47.97166,39.6985,/PhotoFile4Wildfire/39.6985_47.9717_65.png
47.6288,39.79274,/PhotoFile4Wildfire/39.7927_47.6288_65.png
47.85411,39.6467,/PhotoFile4Wildfire/39.6467_47.8541_65.png
46.49871,39.74573,/PhotoFile4Wildfire/39.7457_46.4987_65.png
46.6143,39.5313,/PhotoFile4Wildfire/39.5313_46.6143_65.png
46.67726,40.25637,/PhotoFile4Wildfire/40.2564_46.6773_65.png
47.26549,39.4393,/PhotoFile4Wildfire/39.4393_47.2655_65.png
46.90141,39.28767,/PhotoFile4Wildfire/39.2877_46.9014_65.png
46.2803,41.4862,/PhotoFile4Wildfire/41.4862_46.2803_65.png
46.8448,39.30793,/PhotoFile4Wildfire/39.3079_46.8448_65.png
46.185,39.7486,/PhotoFile4Wildfire/39.7486_46.1850_65.png
46.51864,39.33284,/PhotoFile4Wildfire/39.3328_46.5186_65.png
46.80441,39.38296,/PhotoFile4Wildfire/39.3830_46.8044_65.png
46.82127,40.12145,/PhotoFile4Wildfire/40.1215_46.8213_65.png
46.66336,41.01814,/PhotoFile4Wildfire/41.0181_46.6634_65.png
48.85025,39.11565,/PhotoFile4Wildfire/39.1157_48.8503_65.png
46.13998,39.73184,/PhotoFile4Wildfire/39.7318_46.1400_65.png
46.96251,39.51075,/PhotoFile4Wildfire/39.5108_46.9625_65.png
46.64936,39.47528,/PhotoFile4Wildfire/39.4753_46.6494_65.png
