latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.24996,49.44724,298.28,0.38,0.36,2022-01-01,2237,N,VIIRS,n,2,265.25,0.65,N,2
40.29977,47.89616,335.92,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,285.78,4.01,D,0
40.27697,47.60494,327.39,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,284.02,1.53,D,0
40.34629,47.86464,347.02,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,293.89,22.86,D,0
40.34959,47.86374,338.95,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,292.05,24.22,D,0
40.57106,47.88704,325.09,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,283.83,2.07,D,0
40.66657,47.48913,326.57,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,281.97,1.78,D,0
40.695,47.1554,329.4,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,284.41,4.55,D,0
41.24836,47.00248,336.68,0.39,0.36,2022-01-03,0941,N,VIIRS,n,2,284.76,5.62,D,0
40.25233,49.44784,301.23,0.55,0.51,2022-01-03,2159,N,VIIRS,n,2,275.32,1.8,N,0
40.19703,49.47175,304.94,0.55,0.68,2022-01-03,2339,N,VIIRS,n,2,272.86,1.17,N,2
40.86719,46.27772,332.88,0.4,0.44,2022-01-04,0922,N,VIIRS,n,2,278.4,3.32,D,0
40.12347,47.37933,329.6,0.63,0.54,2022-01-05,0903,N,VIIRS,n,2,287.35,3.27,D,0
40.1563,47.46741,338.9,0.62,0.54,2022-01-05,0903,N,VIIRS,n,2,286.72,5.92,D,0
40.1237,47.37884,331.48,0.63,0.54,2022-01-05,0903,N,VIIRS,n,2,287.33,4.24,D,0
40.15704,47.46664,340.36,0.62,0.54,2022-01-05,0903,N,VIIRS,n,2,286.97,7.59,D,0
40.28022,49.68219,300.13,0.39,0.44,2022-01-05,2302,N,VIIRS,n,2,275.87,0.92,N,0
40.2512,49.44684,295.12,0.57,0.43,2022-01-05,2302,N,VIIRS,n,2,276.24,0.86,N,2
39.21901,48.70529,343.56,0.49,0.65,2022-01-06,0844,N,VIIRS,n,2,288.2,4.65,D,0
39.22094,48.70726,344.61,0.49,0.65,2022-01-06,0844,N,VIIRS,n,2,287.5,7.28,D,0
